Compound,Confidence,Score,Mass Score,Iso. Pat.Score,Fragment Score,Num Frag Matches,Name,Formula,Lipid Class,Sum Composition,Chains,Mass,Mass delta ppm,Adduct
,"3","76.94","88.92","99.86","61.06","4","TG(18:1(9Z)/20:0/20:4(5Z,8Z,11Z,14Z))","C61H108O6","Triacylglycerols","58:5","18:1/20:0/20:4","936.8146","3.8","[M+H]+"
963.8342@27.82,"3","71.76","90.65","0.00","53.98","2","TG(18:1(9Z)/20:0/22:5(7Z,10Z,13Z,16Z,19Z))","C63H110O6","Triacylglycerols","60:6","18:1/20:0/22:5","962.8302","3.4","[M+H]+"
984.8945@28.05,"3","75.24","99.37","37.53","68.49","4","TG(18:1(9Z)/20:2(11Z,14Z)/22:1(11Z))","C63H114O6","Triacylglycerols","60:4","18:1/20:2/22:1","966.8615","0.9","[M+NH4]+"
958.8789@28.14,"3","78.12","99.43","92.26","71.22","7","TG(18:0/18:2(9Z,12Z)/22:1(11Z))","C61H112O6","Triacylglycerols","58:3","18:0/18:2/22:1","940.8459","0.8","[M+NH4]+"
984.8946@28.23,"3","78.41","99.41","99.54","69.77","6","TG(18:1(9Z)/20:2(11Z,14Z)/22:1(11Z))","C63H114O6","Triacylglycerols","60:4","18:1/20:2/22:1","966.8615","0.8","[M+NH4]+"
984.8945@28.23,"3","73.41","99.35","0.00","69.57","6","TG(18:1(9Z)/20:2(11Z,14Z)/22:1(11Z))","C63H114O6","Triacylglycerols","60:4","18:1/20:2/22:1","966.8615","0.9","[M+NH4]+"
894.8477@28.36,"3","77.84","99.46","86.31","71.50","4","TG(17:0/18:0/18:0)","C56H108O6","Triacylglycerols","53:0","17:0/18:0/18:0","876.8146","0.8","[M+NH4]+"
894.8476@28.38,"3","78.30","99.34","96.56","70.78","4","TG(17:0/18:0/18:0)","C56H108O6","Triacylglycerols","53:0","17:0/18:0/18:0","876.8146","0.9","[M+NH4]+"
932.8632@28.43,"3","78.32","99.30","96.00","71.75","6","TG(18:0/18:2(9Z,12Z)/20:0)","C59H110O6","Triacylglycerols","56:2","18:0/18:2/20:0","914.8302","0.9","[M+NH4]+"
920.8633@28.47,"3","77.98","99.35","92.53","68.42","4","TG(17:0/18:1(9Z)/20:0)","C58H110O6","Triacylglycerols","55:1","17:0/18:1/20:0","902.8302","0.9","[M+NH4]+"
920.8633@28.49,"3","78.28","99.43","96.52","70.15","4","TG(17:0/18:1(9Z)/20:0)","C58H110O6","Triacylglycerols","55:1","17:0/18:1/20:0","902.8302","0.9","[M+NH4]+"
963.8342@28.63,"3","76.74","90.47","99.68","54.28","2","TG(18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:0)","C63H110O6","Triacylglycerols","60:6","18:1/20:5/22:0","962.8302","3.4","[M+H]+"
958.8789@28.64,"3","73.94","99.43","0.00","79.94","8","TG(18:1(9Z)/18:2(9Z,12Z)/22:0)","C61H112O6","Triacylglycerols","58:3","18:1/18:2/22:0","940.8459","0.8","[M+NH4]+"
958.8790@28.64,"3","78.41","99.43","88.98","80.30","7","TG(18:1(9Z)/18:2(9Z,12Z)/22:0)","C61H112O6","Triacylglycerols","58:3","18:1/18:2/22:0","940.8459","0.8","[M+NH4]+"
964.9258@28.83,"3","72.87","99.28","0.00","58.83","3","TG(18:0/18:0/22:0)","C61H118O6","Triacylglycerols","58:0","18:0/18:0/22:0","946.8928","0.9","[M+NH4]+"
920.8633@28.89,"3","72.91","99.39","0.00","59.38","2","TG(16:0/18:1(9Z)/21:0)","C58H110O6","Triacylglycerols","55:1","16:0/18:1/21:0","902.8302","0.9","[M+NH4]+"
946.8789@28.98,"3","77.97","99.41","94.72","65.81","4","TG(17:0/18:1(9Z)/22:1(11Z))","C60H112O6","Triacylglycerols","57:2","17:0/18:1/22:1","928.8459","0.8","[M+NH4]+"
972.8947@29.02,"3","73.09","99.61","0.00","62.58","3","TG(18:1(9Z)/19:0/22:2(13Z,16Z))","C62H114O6","Triacylglycerols","59:3","18:1/19:0/22:2","954.8615","0.7","[M+NH4]+"
946.8789@29.04,"3","78.34","99.32","99.91","68.18","4","TG(18:1(9Z)/19:0/20:1(11Z))","C60H112O6","Triacylglycerols","57:2","18:1/19:0/20:1","928.8459","0.9","[M+NH4]+"
972.8947@29.05,"3","77.62","99.52","92.01","61.39","3","TG(18:1(9Z)/19:0/22:2(13Z,16Z))","C62H114O6","Triacylglycerols","59:3","18:1/19:0/22:2","954.8615","0.7","[M+NH4]+"
894.8475@29.12,"3","78.15","99.17","94.50","70.20","4","TG(16:0/18:0/19:0)","C56H108O6","Triacylglycerols","53:0","16:0/18:0/19:0","876.8146","1.0","[M+NH4]+"
894.8474@29.18,"3","75.30","99.02","42.38","65.55","4","TG(16:0/18:0/19:0)","C56H108O6","Triacylglycerols","53:0","16:0/18:0/19:0","876.8146","1.1","[M+NH4]+"
920.8631@29.22,"3","78.17","99.14","94.24","70.79","5","TG(18:0/18:1(9Z)/19:0)","C58H110O6","Triacylglycerols","55:1","18:0/18:1/19:0","902.8302","1.0","[M+NH4]+"
920.8632@29.25,"3","77.31","99.27","76.29","71.29","5","TG(18:0/18:1(9Z)/19:0)","C58H110O6","Triacylglycerols","55:1","18:0/18:1/19:0","902.8302","1.0","[M+NH4]+"
946.8791@29.28,"3","73.65","99.61","0.00","73.87","6","TG(18:1(9Z)/18:1(9Z)/21:0)","C60H112O6","Triacylglycerols","57:2","18:1/18:1/21:0","928.8459","0.7","[M+NH4]+"
946.8789@29.29,"3","77.61","99.37","80.72","72.83","3","TG(18:1(9Z)/18:1(9Z)/21:0)","C60H112O6","Triacylglycerols","57:2","18:1/18:1/21:0","928.8459","0.9","[M+NH4]+"
